-1.27133,-0.833093,2.313
-1.267,-0.833093,2.313
-1.26266,-0.833093,2.313
-1.25832,-0.833093,2.313
-1.25398,-0.833093,2.313
-1.24964,-0.833093,2.313
-1.2453,-0.833093,2.313
-1.24096,-0.833093,2.313
-1.23662,-0.833093,2.313
-1.23228,-0.833093,2.313
-1.22794,-0.833093,2.313
-1.22361,-0.833093,2.313
-1.21927,-0.833093,2.313
-1.21493,-0.833093,2.313
-1.21059,-0.833093,2.313
-1.20625,-0.833093,2.313
-0.00467669,-0.00324161,0.009
-1.27133,-0.828754,2.313
-1.267,-0.828754,2.313
-1.26266,-0.828754,2.313
-1.25832,-0.828754,2.313
-1.25398,-0.828754,2.313
-1.24964,-0.828754,2.313
-1.2453,-0.828754,2.313
-1.24096,-0.828754,2.313
-1.23662,-0.828754,2.313
-1.23228,-0.828754,2.313
-1.22794,-0.828754,2.313
-1.22361,-0.828754,2.313
-1.21927,-0.828754,2.313
-1.21493,-0.828754,2.313
-1.21059,-0.828754,2.313
-1.20625,-0.828754,2.313
-1.20191,-0.828754,2.313
-1.19757,-0.828754,2.313
-1.19323,-0.828754,2.313
-1.18889,-0.828754,2.313
-1.18455,-0.828754,2.313
-1.18022,-0.828754,2.313
-1.17588,-0.828754,2.313
-1.17154,-0.828754,2.313
-1.1672,-0.828754,2.313
-1.16286,-0.828754,2.313
-1.15852,-0.828754,2.313
-1.28242,-0.920838,2.57
-1.2776,-0.920838,2.57
-1.27278,-0.920838,2.57
-1.26796,-0.920838,2.57
-1.26314,-0.920838,2.57
-1.25832,-0.920838,2.57
-1.2535,-0.920838,2.57
-1.24868,-0.920838,2.57
-1.24385,-0.920838,2.57
-1.23903,-0.920838,2.57
-1.23421,-0.920838,2.57
-1.22939,-0.920838,2.57
-1.22457,-0.920838,2.57
-1.21975,-0.920838,2.57
-1.21493,-0.920838,2.57
-1.21011,-0.920838,2.57
-1.20528,-0.920838,2.57
-1.20046,-0.920838,2.57
-1.19564,-0.920838,2.57
-1.19082,-0.920838,2.57
-1.186,-0.920838,2.57
-1.18118,-0.920838,2.57
-1.17636,-0.920838,2.57
-1.17154,-0.920838,2.57
-1.16672,-0.920838,2.57
-1.16189,-0.920838,2.57
-1.15707,-0.920838,2.57
-1.15225,-0.920838,2.57
-1.14743,-0.920838,2.57
-1.14261,-0.920838,2.57
-1.13779,-0.920838,2.57
-1.13297,-0.920838,2.57
-1.12815,-0.920838,2.57
-1.12333,-0.920838,2.57
-1.1185,-0.920838,2.57
-1.11368,-0.920838,2.57
-1.10886,-0.920838,2.57
-1.10404,-0.920838,2.57
-1.09922,-0.920838,2.57
-1.0944,-0.920838,2.57
-1.08958,-0.920838,2.57
-1.08476,-0.920838,2.57
-1.07994,-0.920838,2.57
-1.07511,-0.920838,2.57
-1.07029,-0.920838,2.57
-1.06547,-0.920838,2.57
-1.06065,-0.920838,2.57
-1.05583,-0.920838,2.57
-1.05101,-0.920838,2.57
-1.04619,-0.920838,2.57
-1.04137,-0.920838,2.57
-1.03655,-0.920838,2.57
-1.03172,-0.920838,2.57
-1.0269,-0.920838,2.57
-1.02208,-0.920838,2.57
-1.01726,-0.920838,2.57
-1.01244,-0.920838,2.57
-1.27133,-0.824415,2.313
-1.267,-0.824415,2.313
-1.26266,-0.824415,2.313
-1.25832,-0.824415,2.313
-1.25398,-0.824415,2.313
-1.24964,-0.824415,2.313
-1.2453,-0.824415,2.313
-1.24096,-0.824415,2.313
-1.23662,-0.824415,2.313
-1.23228,-0.824415,2.313
-1.22794,-0.824415,2.313
-1.22361,-0.824415,2.313
-1.21927,-0.824415,2.313
-1.21493,-0.824415,2.313
-1.21059,-0.824415,2.313
-1.20625,-0.824415,2.313
-1.20191,-0.824415,2.313
-1.19757,-0.824415,2.313
-1.19323,-0.824415,2.313
-1.18889,-0.824415,2.313
-1.18455,-0.824415,2.313
-1.18022,-0.824415,2.313
-1.17588,-0.824415,2.313
-1.17154,-0.824415,2.313
-1.1672,-0.824415,2.313
-1.16286,-0.824415,2.313
-1.15852,-0.824415,2.313
-1.15418,-0.824415,2.313
-1.14984,-0.824415,2.313
-1.1455,-0.824415,2.313
-1.26796,-0.916017,2.57
-1.26314,-0.916017,2.57
-1.25832,-0.916017,2.57
-1.2535,-0.916017,2.57
-1.24868,-0.916017,2.57
-1.24385,-0.916017,2.57
-1.23903,-0.916017,2.57
-1.23421,-0.916017,2.57
-1.22939,-0.916017,2.57
-1.22457,-0.916017,2.57
-1.21975,-0.916017,2.57
-1.21493,-0.916017,2.57
-1.21011,-0.916017,2.57
-1.20528,-0.916017,2.57
-1.20046,-0.916017,2.57
-1.19564,-0.916017,2.57
-1.19082,-0.916017,2.57
-1.186,-0.916017,2.57
-1.18118,-0.916017,2.57
-1.17636,-0.916017,2.57
-1.17154,-0.916017,2.57
-1.16672,-0.916017,2.57
-1.16189,-0.916017,2.57
-1.15707,-0.916017,2.57
-1.15225,-0.916017,2.57
-1.14743,-0.916017,2.57
-1.14261,-0.916017,2.57
-1.13779,-0.916017,2.57
-1.13297,-0.916017,2.57
-1.12815,-0.916017,2.57
-1.12333,-0.916017,2.57
-1.1185,-0.916017,2.57
-1.11368,-0.916017,2.57
-1.10886,-0.916017,2.57
-1.10404,-0.916017,2.57
-1.09922,-0.916017,2.57
-1.0944,-0.916017,2.57
-1.08958,-0.916017,2.57
-1.08476,-0.916017,2.57
-1.07994,-0.916017,2.57
-1.07511,-0.916017,2.57
-1.07029,-0.916017,2.57
-1.06547,-0.916017,2.57
-1.06065,-0.916017,2.57
-1.05583,-0.916017,2.57
-1.05101,-0.916017,2.57
-1.04619,-0.916017,2.57
-1.04137,-0.916017,2.57
-1.03655,-0.916017,2.57
-1.03172,-0.916017,2.57
-1.0269,-0.916017,2.57
-1.02208,-0.916017,2.57
-1.01726,-0.916017,2.57
-1.01244,-0.916017,2.57
-1.00762,-0.916017,2.57
-1.0028,-0.916017,2.57
-0.997976,-0.916017,2.57
-0.993155,-0.916017,2.57
-1.08678,-1.00726,2.826
-1.08186,-1.00762,2.827
-1.07656,-1.00762,2.827
-1.07126,-1.00762,2.827
-1.06595,-1.00762,2.827
-1.06065,-1.00762,2.827
-1.05535,-1.00762,2.827
-1.05004,-1.00762,2.827
-1.04474,-1.00762,2.827
-0.945311,-0.916373,2.571
-0.940122,-0.916017,2.57
-0.935301,-0.916017,2.57
-1.02317,-1.00726,2.826
-1.01822,-1.00762,2.827
-1.01292,-1.00762,2.827
-1.00762,-1.00762,2.827
-1.00231,-1.00762,2.827
-0.997012,-1.00762,2.827
-0.991708,-1.00762,2.827
-0.986405,-1.00762,2.827
-0.981102,-1.00762,2.827
-0.975799,-1.00762,2.827
-0.970495,-1.00762,2.827
-0.965192,-1.00762,2.827
-0.959889,-1.00762,2.827
-0.954586,-1.00762,2.827
-0.949282,-1.00762,2.827
-0.943979,-1.00762,2.827
-0.938676,-1.00762,2.827
